TITLE;Differential evolution variants;;;;;;;;;
FOCUS ON;;;;;;;;;;
EXPERIMENT TYPE;DEVariants;;;;;;;;;
PARAMETERS;;;;;;;;;;
normalization;Center;;;;;;;;;
pcaRecompositionThreshold;0.95;;;;;;;;;
component;1;2;3;4;5;6;7;8;;
type;RandomNormal;RandomUniform;RandomNormal;RandomNormal;RandomNormal;RandomUniform;RandomWeibull;RandomWeibull;;
p1;0;0;0;0;0;0;0;0;;
p2;15;10;10;10;10;5;0.2;5;;
RESULTS;;;;;;;;;;
COMMON;;;;;;;;;;
distance;;;;;;;;;;
which;A;T;C;;;;;;;
plain;12.339;1.0304;1.6555;;;;;;;
PCA;232.56;0.0088295;6.9217;;;;;;;
PCA;;;;;;;;;;
weights;0.000036201;1.7316E-006;0.000041148;0.000033372;0.000025605;1.9338E-007;0.081678;0.000000006;3.262E-008;
differential evolutions parameters, by distance type;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;;
28798;6.9092;7.1194;3;1.2;0.5;150;10;T;0.018703;
25716;4.4805;4.6168;2;0.5;0.75;50;125;T;0.018731;
27831;3.0985;3.1928;3;0.85;0.25;10;10;T;0.018743;
24881;6.3268;6.5193;1;1.2;0.5;150;30;T;0.018753;
27785;2.8337;2.92;3;0.5;1;75;100;T;0.018753;
25396;2.6479;2.7285;1;1.5;1;30;10;T;0.018755;
34131;2.7149;2.7975;6;1;0.25;50;10;T;0.018761;
34246;5.8039;5.9805;6;1;0.5;75;30;T;0.018761;
24852;7.163;7.381;1;1.2;0.5;100;30;T;0.01879;
27108;7.0239;7.2376;2;1.5;0.25;100;30;T;0.018811;
24769;6.9819;7.1944;1;1.2;0.25;125;30;T;0.018815;
33771;5.3391;5.5015;6;0.85;0.25;100;30;T;0.018819;
34693;4.3046;4.4356;6;1.2;0.75;10;30;T;0.018819;
25060;3.0142;3.1059;1;1.2;1;125;10;T;0.018835;
25768;6.5931;6.7937;2;0.5;0.75;150;75;T;0.018838;
27720;6.2662;6.4569;3;0.5;0.75;150;10;T;0.018851;
25849;4.2247;4.3532;2;0.5;1;125;50;T;0.01886;
14318;5.4215;8.9754;2;0.85;0.75;10;125;C;0.01892;
25057;7.8939;8.134;1;1.2;1;100;125;T;0.018945;
34230;2.8876;2.9755;6;1;0.5;50;10;T;0.018952;
31912;11.635;11.989;5;0.85;0.5;100;50;T;0.018964;
32088;3.1054;3.1999;5;0.85;1;75;10;T;0.01899;
33912;5.0498;5.2035;6;0.85;0.75;10;50;T;0.019001;
27266;10.608;10.931;2;1.5;0.75;30;75;T;0.019008;
31462;7.7302;7.9654;5;0.5;0.5;10;50;T;0.019012;
29413;2.8634;2.9505;4;0.5;0.25;30;10;T;0.019014;
35109;11.612;11.965;6;1.5;0.75;30;125;T;0.019018;
29644;9.1992;9.4791;4;0.5;0.75;75;50;T;0.019023;
30883;2.3928;2.4656;4;1.2;1;10;150;T;0.019028;
32247;11.126;11.465;5;1;0.5;10;75;T;0.019031;
30599;15.289;15.754;4;1.2;0.25;30;100;T;0.019032;
29866;6.4835;6.6808;4;0.85;0.25;125;30;T;0.019035;
34858;7.8716;8.1111;6;1.2;1;100;125;T;0.019058;
25122;7.4812;7.7088;1;1.5;0.25;50;50;T;0.019071;
27746;2.2715;2.3406;3;0.5;1;10;150;T;0.019073;
34901;3.0083;3.0998;6;1.5;0.25;30;10;T;0.019075;
24010;2.8145;2.9001;1;0.85;0.5;10;10;T;0.019085;
24822;3.0424;3.1349;1;1.2;0.5;50;10;T;0.019091;
24743;8.5686;8.8293;1;1.2;0.25;75;50;T;0.019093;
25464;9.9056;10.207;1;1.5;1;125;125;T;0.019116;
35090;7.7182;7.953;6;1.5;0.75;10;75;T;0.019116;
24985;14.311;14.746;1;1.2;0.75;150;100;T;0.019132;
29554;3.204;3.3015;4;0.5;0.5;100;10;T;0.019139;
31256;12.457;12.836;4;1.5;0.75;150;75;T;0.01914;
34092;3.9061;4.025;6;0.85;1;150;30;T;0.019186;
33292;3.2933;3.3935;5;1.5;1;125;10;T;0.0192;
29540;3.3616;3.4639;4;0.5;0.5;75;10;T;0.019209;
33380;5.4411;5.6067;6;0.5;0.25;100;30;T;0.019241;
24172;14.857;15.309;1;0.85;0.75;100;75;T;0.019244;
19514;2.7074;4.4823;4;1.5;1;10;150;C;0.019249;
27799;3.3569;3.459;3;0.5;1;100;100;T;0.019252;
32284;3.8085;3.9243;5;1;0.5;75;10;T;0.019254;
32962;8.9267;9.1983;5;1.5;0.25;50;50;T;0.019256;
32752;8.847;9.1162;5;1.2;0.75;30;50;T;0.019278;
25219;8.4829;8.741;1;1.5;0.5;50;50;T;0.019282;
34929;3.091;3.1851;6;1.5;0.25;75;10;T;0.019291;
29907;6.0613;6.2457;4;0.85;0.5;30;30;T;0.019305;
33756;4.7295;4.8734;6;0.85;0.25;75;30;T;0.019306;
34903;4.3049;4.4358;6;1.5;0.25;30;30;T;0.019318;
34075;2.848;2.9347;6;0.85;1;125;10;T;0.01932;
34640;6.949;7.1605;6;1.2;0.5;75;30;T;0.019328;
33478;6.4939;6.6915;6;0.5;0.5;100;30;T;0.019339;
17559;2.4301;4.0232;3;1.5;1;30;50;C;0.019346;
30806;9.0339;9.3088;4;1.2;0.75;50;50;T;0.019347;
35024;11.519;11.869;6;1.5;0.5;50;100;T;0.019358;
29987;2.6151;2.6947;4;0.85;0.75;10;10;T;0.019367;
32858;3.542;3.6498;5;1.2;1;50;10;T;0.019375;
32648;3.2085;3.3062;5;1.2;0.5;30;10;T;0.019381;
28217;3.3982;3.5016;3;0.85;1;150;75;T;0.019395;
32452;2.6922;2.7741;5;1;1;30;10;T;0.019396;
34880;5.0716;5.226;6;1.2;1;150;50;T;0.019405;
31242;12.332;12.708;4;1.5;0.75;125;75;T;0.019408;
32792;7.2485;7.4691;5;1.2;0.75;100;30;T;0.019418;
25597;5.4956;5.6629;2;0.5;0.5;30;50;T;0.01942;
29333;3.1798;3.2765;3;1.5;1;50;30;T;0.019424;
24433;7.7071;7.9416;1;1;0.5;50;30;T;0.01944;
33397;10.573;10.895;6;0.5;0.25;125;75;T;0.01944;
25485;4.1567;4.2831;2;0.5;0.25;10;75;T;0.019443;
25681;3.4103;3.514;2;0.5;0.75;10;75;T;0.019454;
33633;3.2381;3.3366;6;0.5;1;30;50;T;0.019464;
30109;3.375;3.4777;4;0.85;1;30;100;T;0.019465;
29778;2.9789;3.0695;4;0.5;1;150;10;T;0.019479;
34518;10.296;10.609;6;1.2;0.25;30;75;T;0.019512;
32359;12.237;12.609;5;1;0.75;30;50;T;0.019513;
28845;8.5067;8.7655;3;1.2;0.75;50;50;T;0.019515;
34687;13.258;13.661;6;1.2;0.5;150;100;T;0.019521;
26563;3.9028;4.0216;2;1;1;10;75;T;0.019526;
32204;7.9518;8.1937;5;1;0.25;100;30;T;0.019539;
24429;3.5612;3.6695;1;1;0.5;50;10;T;0.019547;
33768;3.349;3.4509;6;0.85;0.25;100;10;T;0.019549;
30047;7.1405;7.3577;4;0.85;0.75;100;30;T;0.019552;
31267;3.2441;3.3428;4;1.5;1;10;75;T;0.019559;
30161;4.4121;4.5463;4;0.85;1;125;50;T;0.01958;
26296;9.2875;9.5701;2;1;0.25;50;30;T;0.019614;
33988;15.207;15.669;6;0.85;0.75;125;100;T;0.019615;
24866;6.4459;6.642;1;1.2;0.5;125;30;T;0.01963;
25238;14.18;14.612;1;1.5;0.5;75;100;T;0.019631;
31041;6.2242;6.4136;4;1.5;0.25;125;30;T;0.019652;
26083;4.961;5.112;2;0.85;0.75;30;10;T;0.019656;
30932;4.4961;4.6329;4;1.2;1;100;50;T;0.019666;
29834;2.6351;2.7153;4;0.85;0.25;75;10;T;0.019673;
25055;5.5125;5.6802;1;1.2;1;100;100;T;0.019676;
25479;2.8605;2.9475;2;0.5;0.25;10;10;T;0.019677;
33127;7.6772;7.9108;5;1.5;0.75;10;50;T;0.019677;
34562;12.819;13.209;6;1.2;0.25;100;100;T;0.019682;
34986;2.6109;2.6903;6;1.5;0.5;10;10;T;0.019683;
25255;3.3223;3.4234;1;1.5;0.5;125;10;T;0.019685;
33893;3.7024;3.815;6;0.85;0.5;150;10;T;0.019707;
34512;4.496;4.6328;6;1.2;0.25;30;30;T;0.019732;
32684;14.783;15.233;5;1.2;0.5;75;75;T;0.019746;
24282;4.4658;4.6017;1;0.85;1;125;50;T;0.019762;
30902;3.5512;3.6592;4;1.2;1;50;30;T;0.01979;
24926;9.0133;9.2875;1;1.2;0.75;50;50;T;0.019794;
34757;11.405;11.752;6;1.2;0.75;100;100;T;0.019802;
34740;6.9095;7.1197;6;1.2;0.75;75;50;T;0.019804;
16044;3.0209;5.0013;3;0.5;1;125;10;C;0.019847;
33828;8.3057;8.5584;6;0.85;0.5;30;50;T;0.019853;
31725;4.0396;4.1625;5;0.5;1;125;30;T;0.019872;
28583;2.9528;3.0427;3;1;1;100;100;T;0.019878;
32735;9.613;9.9055;5;1.2;0.75;10;50;T;0.019897;
31982;11.103;11.441;5;0.85;0.75;50;50;T;0.019902;
26488;5.3315;5.4937;2;1;0.75;50;10;T;0.019904;
33711;2.3592;2.431;6;0.85;0.25;10;10;T;0.019914;
27145;3.2147;3.3126;2;1.5;0.5;10;10;T;0.019917;
25945;8.141;8.3886;2;0.85;0.25;125;30;T;0.019933;
25136;9.5455;9.8359;1;1.5;0.25;75;50;T;0.019946;
26506;9.3826;9.668;2;1;0.75;75;30;T;0.019954;
31289;2.4427;2.517;4;1.5;1;50;10;T;0.01999;
35059;17.194;17.717;6;1.5;0.5;100;150;T;0.019991;
31471;3.9382;4.058;5;0.5;0.5;30;10;T;0.020004;
27125;13.285;13.69;2;1.5;0.25;125;75;T;0.020008;
32605;3.7661;3.8807;5;1.2;0.25;125;10;T;0.020008;
33223;2.9177;3.0065;5;1.5;1;10;30;T;0.020027;
30199;6.8329;7.0408;4;1;0.25;30;30;T;0.020036;
32650;5.8685;6.047;5;1.2;0.5;30;30;T;0.020044;
35002;4.5282;4.6659;6;1.5;0.5;30;30;T;0.020047;
31478;9.3098;9.5931;5;0.5;0.5;30;50;T;0.02009;
29448;9.7732;10.071;4;0.5;0.25;75;50;T;0.020105;
34220;7.8075;8.045;6;1;0.5;30;50;T;0.020107;
31631;9.8774;10.178;5;0.5;0.75;125;50;T;0.020123;
34127;13.387;13.795;6;1;0.25;30;100;T;0.020125;
31165;4.5325;4.6704;4;1.5;0.75;10;30;T;0.020126;
25556;8.2642;8.5156;2;0.5;0.25;125;50;T;0.020127;
25589;13.432;13.84;2;0.5;0.25;150;150;T;0.020163;
35020;6.4556;6.652;6;1.5;0.5;50;50;T;0.020181;
30533;2.9423;3.0318;4;1;1;100;10;T;0.020185;
31493;14.046;14.473;5;0.5;0.5;50;75;T;0.020194;
34829;8.3424;8.5962;6;1.2;1;50;125;T;0.020211;
27622;8.3086;8.5614;3;0.5;0.5;150;10;T;0.020218;
24705;15.623;16.098;1;1.2;0.25;10;125;T;0.020222;
26561;3.0477;3.1404;2;1;1;10;50;T;0.020226;
26639;4.3115;4.4427;2;1;1;125;125;T;0.020247;
29630;9.2302;9.511;4;0.5;0.75;50;50;T;0.020271;
27271;4.2671;4.397;2;1.5;0.75;50;10;T;0.020272;
34876;6.2784;6.4694;6;1.2;1;125;150;T;0.020283;
34904;5.345;5.5076;6;1.5;0.25;30;30;T;0.020295;
34532;10.973;11.307;6;1.2;0.25;50;75;T;0.020296;
25278;10.735;11.062;1;1.5;0.5;150;75;T;0.020297;
28545;3.0579;3.1509;3;1;1;50;10;T;0.020301;
24513;3.1868;3.2837;1;1;0.75;30;10;T;0.020303;
35056;2.8931;2.9811;6;1.5;0.5;125;10;T;0.020305;
27411;4.913;5.0625;2;1.5;1;125;10;T;0.020312;
23584;12.293;12.667;1;0.5;0.25;100;75;T;0.02032;
32228;3.5494;3.6574;5;1;0.25;150;10;T;0.020323;
31964;7.0331;7.2471;5;0.85;0.75;30;30;T;0.020347;
33959;12.35;12.726;6;0.85;0.75;75;100;T;0.020349;
25200;3.2592;3.3584;1;1.5;0.5;30;10;T;0.020351;
29204;4.0465;4.1697;3;1.5;0.75;10;10;T;0.020353;
29077;4.1853;4.3126;3;1.5;0.25;125;10;T;0.020357;
26096;3.9368;4.0566;2;0.85;0.75;50;10;T;0.02036;
25410;2.7487;2.8323;1;1.5;1;50;10;T;0.020365;
14607;8.4677;14.019;2;1;0.5;10;75;C;0.020366;
32111;7.4761;7.7036;5;0.85;1;100;100;T;0.020389;
32836;2.6339;2.714;5;1.2;1;10;75;T;0.020399;
23929;6.3593;6.5528;1;0.85;0.25;30;30;T;0.020436;
27277;13.386;13.794;2;1.5;0.75;50;50;T;0.020457;
24086;10.529;10.85;1;0.85;0.5;125;50;T;0.02047;
29049;5.1266;5.2825;3;1.5;0.25;75;10;T;0.020472;
29917;3.2083;3.3059;4;0.85;0.5;50;10;T;0.020476;
30269;7.4418;7.6682;4;1;0.25;150;30;T;0.020491;
31796;6.0793;6.2642;5;0.85;0.25;75;30;T;0.020496;
24541;3.7638;3.8784;1;1;0.75;75;10;T;0.020517;
19304;2.4708;4.0904;4;1.5;0.5;10;10;C;0.02052;
24802;13.672;14.088;1;1.2;0.5;10;100;T;0.020529;
23722;6.0702;6.2549;1;0.5;0.75;10;75;T;0.02053;
25280;15.836;16.318;1;1.5;0.5;150;100;T;0.020537;
26715;7.4062;7.6315;2;1.2;0.25;100;30;T;0.020541;
29881;10.53;10.851;4;0.85;0.25;150;50;T;0.020556;
30372;13.812;14.232;4;1;0.5;150;50;T;0.020575;
32018;3.4641;3.5695;5;0.85;0.75;125;10;T;0.020591;
23561;2.8509;2.9376;1;0.5;0.25;75;10;T;0.020603;
31292;4.6419;4.7831;4;1.5;1;50;30;T;0.020607;
31335;8.0842;8.3302;4;1.5;1;100;150;T;0.020612;
25370;6.7022;6.9061;1;1.5;0.75;150;30;T;0.020613;
26732;11.509;11.859;2;1.2;0.25;125;50;T;0.020638;
24796;5.2883;5.4492;1;1.2;0.5;10;30;T;0.020651;
25579;3.319;3.42;2;0.5;0.5;10;30;T;0.020657;
25919;12.082;12.45;2;0.85;0.25;75;50;T;0.02069;
32130;2.6461;2.7266;5;0.85;1;150;10;T;0.020691;
29434;7.7383;7.9738;4;0.5;0.25;50;50;T;0.0207;
29390;3.4795;3.5854;3;1.5;1;150;30;T;0.020701;
23570;14.738;15.186;1;0.5;0.25;75;75;T;0.020704;
34431;5.4798;5.6466;6;1;1;50;50;T;0.020705;
29093;11.628;11.982;3;1.5;0.25;150;30;T;0.020707;
32473;4.2746;4.4046;5;1;1;50;75;T;0.020709;
35210;2.9798;3.0705;6;1.5;1;50;10;T;0.020729;
30667;14.205;14.637;4;1.2;0.25;150;75;T;0.020743;
25907;14.387;14.825;2;0.85;0.25;50;75;T;0.020745;
27265;11.035;11.371;2;1.5;0.75;30;75;T;0.020748;
33157;9.1685;9.4475;5;1.5;0.75;50;50;T;0.020762;
27643;4.0346;4.1574;3;0.5;0.75;10;100;T;0.02081;
30310;3.8736;3.9914;4;1;0.5;50;10;T;0.020836;
34130;13.632;14.046;6;1;0.25;30;125;T;0.02085;
33341;9.869;10.169;6;0.5;0.25;30;75;T;0.020856;
25419;6.8219;7.0294;1;1.5;1;50;100;T;0.020866;
32510;4.8868;5.0355;5;1;1;100;150;T;0.020883;
23763;8.6954;8.96;1;0.5;0.75;75;50;T;0.020887;
27047;2.4704;2.5456;2;1.5;0.25;10;10;T;0.020894;
33748;9.1088;9.386;6;0.85;0.25;50;75;T;0.0209;
33253;4.4147;4.549;5;1.5;1;50;30;T;0.020904;
32458;3.298;3.3983;5;1;1;30;50;T;0.020942;
34814;6.1153;6.3014;6;1.2;1;30;100;T;0.020956;
34632;12.453;12.832;6;1.2;0.5;50;100;T;0.020974;
32918;7.873;8.1125;5;1.2;1;125;150;T;0.020989;
29330;3.6686;3.7802;3;1.5;1;50;10;T;0.021037;
24591;16.04;16.528;1;1;0.75;150;75;T;0.02104;
31561;6.9115;7.1218;5;0.5;0.75;10;75;T;0.021055;
35151;13.427;13.835;6;1.5;0.75;100;125;T;0.021068;
31573;7.817;8.0548;5;0.5;0.75;30;50;T;0.021076;
30659;3.3186;3.4196;4;1.2;0.25;150;10;T;0.021092;
33184;6.6556;6.8581;5;1.5;0.75;100;30;T;0.021095;
29793;4.2797;4.4099;4;0.85;0.25;10;30;T;0.021096;
25807;3.3744;3.477;2;0.5;1;50;50;T;0.0211;
30145;3.2053;3.3028;4;0.85;1;100;30;T;0.021105;
33088;10.947;11.28;5;1.5;0.5;100;50;T;0.021114;
17839;4.9912;8.2632;4;0.5;0.75;10;50;C;0.021118;
25956;3.8334;3.95;2;0.85;0.25;150;10;T;0.021145;
26109;5.3591;5.5221;2;0.85;0.75;75;10;T;0.021159;
33060;9.6495;9.9431;5;1.5;0.5;50;50;T;0.021163;
31080;3.4562;3.5613;4;1.5;0.5;30;10;T;0.021176;
23727;4.9481;5.0987;1;0.5;0.75;10;150;T;0.021198;
33251;7.1134;7.3298;5;1.5;1;30;150;T;0.021206;
29207;4.4089;4.5431;3;1.5;0.75;10;50;T;0.021207;
25269;3.3828;3.4858;1;1.5;0.5;150;10;T;0.021216;
33922;2.8262;2.9122;6;0.85;0.75;30;10;T;0.021222;
27878;11.751;12.108;3;0.85;0.25;75;30;T;0.021223;
27075;3.5948;3.7042;2;1.5;0.25;50;10;T;0.021255;
31505;10.037;10.343;5;0.5;0.5;75;50;T;0.021255;
29750;2.4169;2.4905;4;0.5;1;100;10;T;0.021275;
30969;4.5062;4.6433;4;1.5;0.25;10;30;T;0.021278;
35273;6.7145;6.9188;6;1.5;1;150;75;T;0.021287;
32121;4.0136;4.1357;5;0.85;1;125;50;T;0.021305;
31954;8.3894;8.6447;5;0.85;0.75;10;75;T;0.021327;
32233;11.106;11.444;5;1;0.25;150;50;T;0.021365;
24115;9.2549;9.5365;1;0.85;0.75;10;100;T;0.021374;
29895;10.76;11.087;4;0.85;0.5;10;75;T;0.021391;
28592;3.7141;3.8271;3;1;1;100;150;T;0.021395;
29406;8.6671;8.9308;4;0.5;0.25;10;75;T;0.021401;
32923;7.4036;7.6288;5;1.2;1;150;100;T;0.021401;
24096;7.5897;7.8207;1;0.85;0.5;150;30;T;0.021407;
34939;12.747;13.135;6;1.5;0.25;75;100;T;0.021407;
25432;7.4216;7.6474;1;1.5;1;75;75;T;0.021423;
29455;2.8619;2.949;4;0.5;0.25;100;10;T;0.021449;
28591;5.2472;5.4069;3;1;1;125;30;T;0.021513;
32093;3.5355;3.6431;5;0.85;1;75;50;T;0.021521;
34181;10.646;10.97;6;1;0.25;125;75;T;0.021521;
24478;11.948;12.311;1;1;0.5;125;50;T;0.021529;
35149;9.2842;9.5667;6;1.5;0.75;100;100;T;0.021529;
27147;5.3055;5.4669;2;1.5;0.5;10;30;T;0.02154;
33098;6.2047;6.3935;5;1.5;0.5;125;30;T;0.021554;
24628;2.969;3.0593;1;1;1;30;150;T;0.02156;
24696;4.6095;4.7498;1;1.2;0.25;10;30;T;0.021569;
24178;3.5118;3.6187;1;0.85;0.75;125;10;T;0.02157;
35065;11.527;11.878;6;1.5;0.5;125;100;T;0.021581;
31166;4.884;5.0326;4;1.5;0.75;10;30;T;0.021584;
35062;8.3839;8.639;6;1.5;0.5;125;50;T;0.02159;
31444;3.1464;3.2421;5;0.5;0.25;150;10;T;0.021599;
16821;4.4179;7.3139;3;1;1;100;75;C;0.021633;
34569;5.5586;5.7277;6;1.2;0.25;125;30;T;0.021647;
29532;11.306;11.65;4;0.5;0.5;50;50;T;0.021672;
25598;4.7129;4.8563;2;0.5;0.5;30;50;T;0.021673;
25659;9.7674;10.065;2;0.5;0.5;125;125;T;0.021688;
29451;14.956;15.411;4;0.5;0.25;75;100;T;0.021699;
30757;3.5415;3.6493;4;1.2;0.5;150;10;T;0.021765;
27735;2.4043;2.4775;3;0.5;1;10;30;T;0.021777;
31989;3.0596;3.1527;5;0.85;0.75;75;10;T;0.021799;
25790;3.2087;3.3064;2;0.5;1;30;30;T;0.0218;
24065;3.6334;3.7439;1;0.85;0.5;100;10;T;0.021818;
25030;6.6229;6.8244;1;1.2;1;50;125;T;0.021824;
25302;8.1786;8.4274;1;1.5;0.75;30;50;T;0.021825;
32992;12.734;13.121;5;1.5;0.25;100;75;T;0.021827;
29484;3.4514;3.5564;4;0.5;0.25;150;10;T;0.021828;
25474;7.8252;8.0633;1;1.5;1;150;75;T;0.021832;
19500;2.1089;3.4913;4;1.5;1;10;10;C;0.021844;
33533;4.4907;4.6273;6;0.5;0.75;30;30;T;0.021871;
23530;4.4673;4.6033;1;0.5;0.25;10;100;T;0.021896;
32835;3.6732;3.7849;5;1.2;1;10;75;T;0.021936;
33389;3.2854;3.3853;6;0.5;0.25;125;10;T;0.02196;
32003;3.4957;3.602;5;0.85;0.75;100;10;T;0.021989;
25361;11.59;11.943;1;1.5;0.75;125;75;T;0.022016;
26855;9.8877;10.189;2;1.2;0.75;10;50;T;0.022027;
33266;9.831;10.13;5;1.5;1;50;150;T;0.022049;
32102;2.9352;3.0245;5;0.85;1;100;10;T;0.02206;
34369;3.8538;3.971;6;1;0.75;125;10;T;0.02206;
28632;9.853;10.153;3;1.2;0.25;30;30;T;0.022062;
31896;6.7971;7.0039;5;0.85;0.5;75;30;T;0.022069;
23800;3.4701;3.5756;1;0.5;0.75;150;10;T;0.022087;
31940;10.638;10.961;5;0.85;0.5;150;50;T;0.022088;
30519;2.8688;2.956;4;1;1;75;10;T;0.022095;
32910;7.7535;7.9894;5;1.2;1;125;100;T;0.022102;
31870;9.718;10.014;5;0.85;0.5;30;50;T;0.022103;
24149;3.1172;3.2121;1;0.85;0.75;75;10;T;0.022105;
32171;3.2098;3.3074;5;1;0.25;50;10;T;0.022127;
33361;3.0159;3.1077;6;0.5;0.25;75;10;T;0.022145;
29107;7.1684;7.3865;3;1.5;0.5;10;30;T;0.022177;
34192;5.7899;5.966;6;1;0.25;150;30;T;0.022196;
23638;9.4441;9.7314;1;0.5;0.5;30;50;T;0.022236;
29835;5.7417;5.9164;4;0.85;0.25;75;30;T;0.022237;
32148;6.6285;6.8301;5;1;0.25;10;50;T;0.022267;
33254;6.0583;6.2426;5;1.5;1;30;150;T;0.022275;
33745;7.4305;7.6566;6;0.85;0.25;50;50;T;0.02228;
34956;14.023;14.449;6;1.5;0.25;100;125;T;0.022369;
33874;11.123;11.461;6;0.85;0.5;100;75;T;0.022374;
33844;8.1182;8.3652;6;0.85;0.5;50;50;T;0.022407;
25708;3.5433;3.6511;2;0.5;0.75;30;150;T;0.022421;
30421;3.9936;4.1151;4;1;0.75;75;10;T;0.022444;
28184;5.6206;5.7916;3;0.85;1;75;150;T;0.022446;
33963;3.5056;3.6123;6;0.85;0.75;100;10;T;0.022464;
31560;5.6586;5.8308;5;0.5;0.75;10;50;T;0.022503;
32950;12.091;12.459;5;1.5;0.25;30;75;T;0.022511;
28942;2.9643;3.0545;3;1.2;1;50;30;T;0.022513;
32721;7.0501;7.2646;5;1.2;0.5;150;30;T;0.022547;
31169;11.553;11.904;4;1.5;0.75;10;75;T;0.02255;
32426;7.838;8.0765;5;1;0.75;150;30;T;0.022558;
28672;4.4344;4.5693;3;1.2;0.25;100;10;T;0.022562;
32754;13.321;13.726;5;1.2;0.75;30;75;T;0.022563;
25823;4.1682;4.295;2;0.5;1;75;75;T;0.022576;
28174;3.3709;3.4735;3;0.85;1;75;50;T;0.022619;
28000;6.3497;6.5429;3;0.85;0.5;125;10;T;0.022633;
34457;5.1583;5.3153;6;1;1;100;30;T;0.022638;
25427;4.1111;4.2361;1;1.5;1;75;30;T;0.022675;
33631;2.639;2.7193;6;0.5;1;30;30;T;0.022682;
29000;4.0523;4.1756;3;1.2;1;150;50;T;0.022683;
34685;10.408;10.724;6;1.2;0.5;150;75;T;0.022687;
28932;2.8714;2.9588;3;1.2;1;30;75;T;0.022694;
32846;3.7102;3.8231;5;1.2;1;30;30;T;0.022728;
27221;10.508;10.827;2;1.5;0.5;125;50;T;0.022768;
34851;4.5289;4.6667;6;1.2;1;100;50;T;0.02277;
32246;6.8707;7.0797;5;1;0.5;10;50;T;0.022787;
30660;3.9036;4.0224;4;1.2;0.25;150;10;T;0.022795;
28563;4.3483;4.4806;3;1;1;75;30;T;0.022811;
34744;12.726;13.113;6;1.2;0.75;75;100;T;0.022813;
29345;5.1882;5.346;3;1.5;1;50;150;T;0.022824;
31667;2.7313;2.8144;5;0.5;1;30;10;T;0.022825;
31975;3.449;3.554;5;0.85;0.75;50;10;T;0.022827;
27734;3.6153;3.7253;3;0.5;1;10;10;T;0.022829;
34930;2.97;3.0604;6;1.5;0.25;75;10;T;0.022862;
32526;5.3912;5.5552;5;1;1;125;150;T;0.022879;
33579;10.419;10.736;6;0.5;0.75;100;75;T;0.022881;
29764;2.5443;2.6217;4;0.5;1;125;10;T;0.022915;
24606;2.2575;2.3262;1;1;1;10;100;T;0.022921;
34397;2.8247;2.9107;6;1;1;10;10;T;0.02293;
35199;15.118;15.578;6;1.5;0.75;150;150;T;0.022938;
32906;6.2344;6.4241;5;1.2;1;125;50;T;0.022956;
31366;10.685;11.01;5;0.5;0.25;10;75;T;0.022966;
25555;7.2907;7.5125;2;0.5;0.25;125;50;T;0.022984;
25473;5.4902;5.6572;1;1.5;1;150;75;T;0.022991;
34555;5.9478;6.1287;6;1.2;0.25;100;30;T;0.023019;
24073;15.152;15.613;1;0.85;0.5;100;75;T;0.023035;
31479;13.174;13.575;5;0.5;0.5;30;75;T;0.023067;
32515;5.3577;5.5207;5;1;1;125;75;T;0.023073;
26221;2.9194;3.0082;2;0.85;1;100;10;T;0.023075;
23634;5.0474;5.201;1;0.5;0.5;30;30;T;0.023077;
24125;6.3438;6.5368;1;0.85;0.75;30;30;T;0.02309;
25130;2.7885;2.8733;1;1.5;0.25;75;10;T;0.023093;
29433;8.9584;9.2309;4;0.5;0.25;50;50;T;0.023102;
30749;10.392;10.708;4;1.2;0.5;125;50;T;0.023108;
34817;2.3857;2.4583;6;1.2;1;50;10;T;0.023125;
29080;11.189;11.529;3;1.5;0.25;125;30;T;0.023128;
27397;4.2944;4.425;2;1.5;1;100;10;T;0.023148;
25974;5.9522;6.1333;2;0.85;0.5;10;50;T;0.023156;
25667;5.5231;5.6911;2;0.5;0.5;150;50;T;0.023187;
24976;3.2997;3.4001;1;1.2;0.75;150;10;T;0.023188;
30646;3.1587;3.2548;4;1.2;0.25;125;10;T;0.023197;
25837;3.877;3.995;2;0.5;1;100;75;T;0.023226;
29228;13.605;14.019;3;1.5;0.75;30;100;T;0.023226;
25904;6.8874;7.0969;2;0.85;0.25;50;30;T;0.02323;
33574;5.5329;5.7012;6;0.5;0.75;100;30;T;0.023302;
32126;5.6369;5.8084;5;0.85;1;125;100;T;0.023305;
24632;5.2319;5.3911;1;1;1;50;50;T;0.023323;
15256;10.641;17.616;2;1.2;1;100;100;C;0.023328;
28564;3.2525;3.3515;3;1;1;75;30;T;0.023407;
29827;12.162;12.533;4;0.85;0.25;50;75;T;0.02341;
26669;3.6215;3.7317;2;1.2;0.25;30;10;T;0.02342;
25747;3.7567;3.871;2;0.5;0.75;100;150;T;0.023443;
33757;5.798;5.9744;6;0.85;0.25;75;30;T;0.023447;
35268;3.6541;3.7653;6;1.5;1;150;30;T;0.023449;
25047;4.2394;4.3684;1;1.2;1;100;30;T;0.023463;
26656;2.9467;3.0363;2;1.2;0.25;10;10;T;0.023468;
31569;3.428;3.5323;5;0.5;0.75;30;10;T;0.023481;
34103;2.3449;2.4162;6;1;0.25;10;10;T;0.023487;
30117;3.2534;3.3523;4;0.85;1;50;30;T;0.023493;
